order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged
101993,2026-07-24,杭州,clothing,0,1.48,50.6,16.8,16.2,bubble,9.02,26.0,0.0
101563,2026-04-17,广州,books,0,0.84,52.0,12.9,,cardboard,8.8,37.0,0.0
101711,2026-08-17,深圳,glass,1,2.55,35.0,40.2,36.4,wood,19.84,146.0,0.0
100618,2026-06-03,广州,ceramics,1,2.62,49.8,,38.3,cardboard,14.6,90.0,0.0
100922,2026-01-01,杭州,clothing,0,0.26,30.3,27.1,32.7,bubble,7.63,26.0,0.0
100466,2026-03-22,深圳,ceramics,1,2.84,24.6,42.1,39.2,wood,18.88,93.0,0.0
101266,2026-02-15,武汉,glass,1,3.77,50.6,38.3,5.8,wood,18.13,201.0,0.0
100200,2026-03-04,上海,electronics,0,3.19,38.1,19.0,28.2,wood,17.28,133.0,0.0
101224,2026-01-07,西安,books,0,1.24,,23.8,35.5,cardboard,9.64,44.0,0.0
101466,2026-06-06,广州,electronics,1,1.4,25.3,14.1,18.2,wood,16.8,129.0,0.0
101538,2026-01-10,上海,clothing,0,0.31,25.0,44.2,37.9,bubble,8.82,30.0,0.0
101319,2026-03-20,广州,books,0,2.69,24.5,13.4,25.4,cardboard,12.06,46.0,0.0
101712,2026-02-28,西安,ceramics,1,3.4,40.0,43.6,13.4,wood,19.49,88.0,0.0
101987,2026-07-30,西安,clothing,0,1.16,,22.1,12.3,bubble,7.77,32.0,0.0
101421,2026-01-31,杭州,clothing,0,1.31,42.4,17.9,32.3,cardboard,10.93,41.0,0.0
101434,2026-08-07,成都,glass,1,3.68,15.2,42.0,30.1,cardboard,12.78,208.0,0.0
101119,2026-02-07,广州,glass,1,2.47,21.5,17.8,24.6,wood,16.37,182.0,0.0
101594,2026-01-13,杭州,electronics,0,0.77,,32.4,8.3,bubble,5.94,116.0,0.0
100044,2026-03-14,深圳,glass,1,2.6,33.5,24.3,12.6,cardboard,9.6,123.0,0.0
100275,2026-01-02,杭州,glass,1,1.79,36.3,30.0,16.0,cardboard,10.85,197.0,0.0
101114,2026-04-17,杭州,electronics,0,1.14,27.5,14.8,30.7,cardboard,10.24,119.0,0.0
100102,2026-05-04,杭州,electronics,0,1.12,54.8,33.2,8.9,cardboard,8.06,105.0,0.0
100887,2026-04-10,北京,electronics,0,3.43,31.8,36.1,30.3,wood,18.76,86.0,
101839,2026-04-02,西安市,glass,1,2.82,22.6,10.3,9.3,wood,16.64,137.0,0.0
101589,2026-06-28,北京,electronics,0,2.55,40.6,21.9,27.6,cardboard,11.94,127.0,0.0
100108,2026-08-12,深圳,electronics,1,0.89,52.0,23.9,39.7,wood,16.16,106.0,0.0
101076,2026-07-14,杭州,electronics,0,1.07,55.2,18.4,16.2,bubble,8.33,117.0,0.0
100498,2026-07-08,西安,electronics,0,2.53,16.2,10.0,17.3,bubble,7.25,,0.0
101189,2026-02-05,广州,glass,1,3.05,50.2,23.4,6.2,wood,17.58,184.0,0.0
101129,2026-07-14, 上海,books,0,2.23,15.8,29.1,19.5,cardboard,10.28,42.0,0.0
101180,2026-07-23,杭州,glass,1,4.53,39.5,23.5,29.6,cardboard,15.29,158.0,0.0
100655,2026-02-15,上海,ceramics,1,2.7,42.1,38.5,7.4,cardboard,13.02,96.0,0.0
101448,2026-02-19,广州,electronics,0,3.94,40.6,17.9,19.9,cardboard,13.86,119.0,0.0
101316,2026-08-10,西安,clothing,0,0.56,26.0,26.6,36.9,bubble,3.95,32.0,0.0
101673,2026-05-16,杭州,glass,1,3.6,57.2,28.2,22.8,cardboard,14.76,168.0,0.0
100965,2026-01-21,西安,electronics,0,4.35,28.4,44.6,27.2,cardboard,15.84,138.0,0.0
100073,2026-02-27,上海,electronics,1,,47.6,34.8,30.9,wood,19.21,115.0,0.0
100768,2026-05-21,杭州,electronics,0,4.78,39.8,42.2,27.9,cardboard,17.27,119.0,0.0
101232,2026-01-12,西安,electronics,0,2.24,17.8,,,cardboard,12.05,104.0,0.0
101587,2026-03-28,广州,ceramics,1,2.87,18.2,15.6,26.2,wood,15.86,112.0,0.0
101915,2026-03-08,深圳,electronics,0,4.93,59.0,28.8,30.5,cardboard,18.53,137.0,0.0
100482,2026-04-03,深圳,electronics,0,2.99,30.1,10.4,27.1,bubble,13.2,96.0,0.0
101084,2026-07-14,深圳,books,0,1.27,35.5,18.4,13.6,bubble,7.06,35.0,0.0
100507,2026-01-17,广州,ceramics,1,3.95,32.3,21.4,30.1,cardboard,16.12,114.0,0.0
100756,2026-06-20,杭州,books,0,2.64,40.6,38.0,21.6,bubble,10.07,33.0,0.0
100786,2026-07-27,北京,glass,1,1.67,40.4,24.9,14.5,cardboard,10.73,203.0,0.0
101694,2026-07-03,广州,clothing,0,0.99,31.1,28.4,25.2,cardboard,11.7,35.0,0.0
101940,2026-06-04,武汉,clothing,0,1.03,30.0,21.3,19.9,bubble,7.77,33.0,0.0
100675,2026-04-13,西安,books,0,2.55,21.0,10.3,20.2,bubble,10.97,37.0,0.0
101623,2026-03-17,北京,ceramics,1,1.18,56.7,15.3,21.9,wood,14.4,112.0,0.0
100312,2026-02-06,杭州,ceramics,1,1.12,52.0,29.7,24.5,bubble,5.98,84.0,0.0
101756,2026-04-25,武汉,clothing,0,1.42,44.3,28.2,18.8,bubble,6.88,31.0,0.0
100406,2026-08-06,上海,clothing,0,0.75,58.6,16.1,10.3,cardboard,8.32,41.0,0.0
101117,2026-07-28,深圳,glass,1,4.49,31.9,21.2,34.2,cardboard,15.8,202.0,0.0
101161,2026-03-07,成都,glass,1,3.78,27.1,32.9,10.2,cardboard,11.84,137.0,1.0
100310,2026-05-11,北京,books,0,,26.3,27.7,8.5,bubble,9.18,44.0,0.0
100227,2026-02-18,北京,books,0,1.39,54.8,28.3,24.3,bubble,9.85,43.0,0.0
101724,2026-08-26,深圳,clothing,0,0.82,37.8,14.7,24.1,cardboard,9.45,38.0,0.0
101006,2026-05-05,武汉,electronics,0,3.89,23.7,34.8,15.9,cardboard,15.22,115.0,0.0
101552,2026-01-09,武汉,clothing,0,0.33,29.1,28.3,35.1,bubble,8.18,35.0,0.0
101850,2026-05-17,杭州,ceramics,1,1.27,45.4,20.3,36.0,cardboard,11.25,107.0,0.0
100846,2026-07-01,杭州市,books,0,2.69,19.3,35.9,14.9,bubble,9.7,43.0,0.0
100149,2026-04-11,深圳,ceramics,0,3.35,33.2,42.3,13.6,cardboard,12.25,85.0,0.0
100638,2026-05-27,上海,books,0,1.21,38.5,31.0,13.8,cardboard,8.47,32.0,0.0
100728,2026-04-17,上海,electronics,0,1.58,29.9,31.9,11.8,bubble,7.9,104.0,0.0
101133,2026-06-11,深圳,ceramics,1,4.37,44.1,12.9,33.4,cardboard,17.18,90.0,0.0
100833,2026-05-30,深圳,electronics,0,1.22,36.9,27.3,32.1,bubble,8.27,85.0,0.0
101199,2026-02-13,武汉市,glass,1,2.57,39.1,41.6,30.4,cardboard,11.81,155.0,0.0
100576,2026-06-29,成都,clothing,0,1.33,35.3,19.9,27.3,bubble,8.94,32.0,0.0
100558,2026-07-18,成都市,glass,1,1.6,43.8,31.4,27.8,wood,16.42,202.0,0.0
100711,2026-03-04,成都,electronics,1,4.12,45.9,13.2,29.3,bubble,10.28,95.0,0.0
101279,2026-03-12,武汉,electronics,0,0.88,37.3,30.1,37.7,cardboard,10.96,102.0,0.0
101376,2026-04-26,上海,clothing,0,0.62,21.6,14.1,13.7,bubble,5.57,33.0,0.0
101179,2026-02-10,武汉,glass,1,3.71,43.2,17.6,21.6,wood,19.49,137.0,0.0
101507,2026-05-24,广州,electronics,0,4.3,25.7,14.5,8.9,cardboard,14.05,137.0,0.0
101390,2026-08-14,成都,electronics,0,3190.0,48.1,24.6,24.0,cardboard,13.71,85.0,0.0
100287,2026-07-08,西安,electronics,0,3.19,23.4,21.6,7.5,wood,16.77,98.0,0.0
101628,2026-06-01,深圳,ceramics,1,,18.7,43.8,13.0,wood,17.29,118.0,0.0
100753,2026-08-30,成都,clothing,0,1.43,46.0,24.5,28.6,wood,15.37,30.0,1.0
100599,2026-08-31,广州,glass,0,4.17,26.0,19.4,8.3,cardboard,14.08,130.0,0.0
100951,2026-07-25,成都,clothing,0,0.72,34.5,16.9,36.4,bubble,8.42,38.0,0.0
101008,2026-01-23,深圳,clothing,0,0.32,54.0,16.0,33.0,bubble,8.22,30.0,0.0
101661,2026-06-06,上海,glass,1,4.61,57.1,19.4,16.9,bubble,13.95,185.0,0.0
101611,2026-08-20,广州,clothing,0,0.42,43.6,42.3,30.8,bubble,8.86,32.0,0.0
101055,2026-02-07,广州,electronics,0,1.58,37.3,33.6,33.8,cardboard,11.14,,0.0
101248,2026-07-10,北京,clothing,0,0.92,34.9,15.9,25.2,bubble,8.53,40.0,0.0
101730,2026-04-22,深圳,glass,1,1.47,15.0,28.8,25.2,cardboard,11.2,148.0,0.0
100923,2026-07-22,西安,glass,1,3.06,55.8,38.9,36.2,bubble,14.01,148.0,0.0
101303,2026-06-02,上海,electronics,0,3.88,57.0,37.2,10.1,wood,20.18,107.0,0.0
101222,2026-01-30,成都,clothing,0,0.96,37.5,29.7,14.3,cardboard,8.4,27.0,0.0
100783,2026-03-22,杭州,ceramics,1,1.53,17.2,20.6,36.7,cardboard,10.33,110.0,0.0
100610,2026-01-18,上海,ceramics,1,3.12,52.8,31.9,20.7,cardboard,13.48,105.0,0.0
101059,2026-01-31,深圳,glass,1,2.43,46.6,41.1,21.0,cardboard,13.98,177.0,0.0
100813,2026-08-26,深圳,ceramics,0,2.02,31.7,33.6,27.8,bubble,9.68,94.0,0.0
101443,2026-01-08,西安,ceramics,1,3.67,23.2,11.8,22.2,wood,18.04,130.0,0.0
101121,2026-06-08,深圳,glass,1,1.44,,40.6,22.6,bubble,7.54,139.0,0.0
100494,2026-02-08,武汉,ceramics,1,2.38,52.3,17.1,38.0,wood,17.33,128.0,0.0
101339,2026-01-15,广州,glass,0,2.75,23.6,19.6,17.8,bubble,9.75,192.0,0.0
100278,2026-07-14,深圳,electronics,0,3.42,37.3,31.6,10.3,cardboard,14.67,115.0,0.0
101876,2026-08-26,西安,clothing,0,0.62,29.8,21.4,20.9,bubble,8.3,39.0,0.0
100359,2026-06-03,西安,electronics,1,,24.4,13.2,35.7,cardboard,12.35,137.0,0.0
101570,2026-02-01,广州,ceramics,0,1.52,15.5,43.0,20.0,cardboard,10.55,81.0,0.0
100237,2026-03-15,西安,glass,1,,16.4,15.0,26.5,cardboard,11.35,151.0,0.0
100552,2026-06-10,北京,electronics,0,4.15,31.1,12.4,35.0,cardboard,15.08,114.0,0.0
101897,2026-08-21,杭州,glass,1,2.33,26.0,11.5,35.0,wood,17.91,163.0,0.0
100916,2026-03-15,成都,clothing,0,1.11,37.4,33.3,8.6,cardboard,9.53,39.0,0.0
100209,2026-02-21,深圳,ceramics,1,1.94,,11.5,5.2,wood,16.41,125.0,0.0
101407,2026-05-16,成都,glass,1,2.28,58.1,24.6,39.9,wood,18.05,203.0,0.0
101584,2026-05-17,广州,clothing,0,0.73,40.6,22.2,16.5,cardboard,8.76,25.0,0.0
100059,2026-07-04,深圳,clothing,1,1.24,43.0,40.0,5.2,wood,14.7,24.0,0.0
100632,2026-08-15,杭州,glass,1,2.01,55.9,22.5,11.1,wood,16.66,128.0,0.0
101608,2026-07-28,上海,clothing,0,1.14,58.9,27.9,26.7,bubble,8.05,34.0,0.0
101889,2026-07-06,上海,glass,0,1.07,48.6,17.0,39.6,bubble,8.3,123.0,0.0
101601,2026-03-10,西安,clothing,0,0.43,44.9,16.9,10.1,bubble,7.09,37.0,0.0
100364,2026-07-13,上海,glass,1,2.23,31.1,39.8,13.4,cardboard,10.92,164.0,0.0
100506,2026-01-27,西安,ceramics,1,1.38,21.7,10.7,22.5,bubble,6.14,87.0,0.0
101981,2026-01-22,深圳,ceramics,1,2.68,51.0,16.6,39.7,wood,17.62,90.0,0.0
101139,2026-05-20,杭州,ceramics,1,2.4,24.0,12.9,18.7,cardboard,11.66,117.0,0.0
101627,2026-04-06,西安,glass,1,3.29,56.8,42.5,22.4,wood,18.92,154.0,0.0
101234,2026-05-16,杭州,ceramics,1,0.96,20.6,37.9,21.3,cardboard,10.54,100.0,0.0
101646,2026-03-30,广州,glass,0,1.89,40.3,10.3,11.4,bubble,9.19,135.0,0.0
101890,2026-04-08,杭州,ceramics,1,,41.5,45.0,33.0,wood,21.04,132.0,0.0
100944,2026-02-01,上海,glass,1,1.03,51.2,42.5,10.3,bubble,7.72,138.0,0.0
100119,2026-08-12,杭州,clothing,0,0.53,41.9,33.4,6.8,bubble,7.77,40.0,0.0
101822,2026-07-10,广州,electronics,0,0.59,36.7,33.7,20.7,bubble,8.06,139.0,0.0
100782,2026-01-21,西安,electronics,0,3.78,20.2,32.2,,wood,19.55,123.0,0.0
100523,2026-07-19,SHENZHEN,electronics,1,3.24,25.8,11.9,7.8,wood,17.71,135.0,0.0
100514,2026-01-11,上海,electronics,0,1.41,21.0,36.1,19.6,bubble,8.22,87.0,0.0
100082,2026-01-03,深圳,electronics,0,3.89,24.1,16.5,23.3,cardboard,13.1,82.0,0.0
101891,2026-05-01,北京,electronics,0,3.69,27.4,37.4,33.7,cardboard,16.81,102.0,0.0
101034,2026-08-10,武汉,electronics,1,3.68,,25.9,29.6,wood,18.63,120.0,0.0
100381,2026-08-08,广州,books,0,2.48,18.1,27.3,7.8,cardboard,9.4,52.0,0.0
101044,2026-04-30,北京,books,0,1.74,38.4,26.5,26.5,bubble,9.28,43.0,0.0
101714,2026-07-05,广州,electronics,1,2.95,36.8,27.5,16.9,wood,19.7,,0.0
100085,2026-05-27,西安市,electronics,0,4.33,28.3,23.0,19.2,cardboard,14.66,92.0,0.0
101703,2026-01-01,广州,electronics,0,0.94,28.4,19.1,12.9,bubble,6.53,124.0,0.0
100988,2026-06-25,广州,electronics,0,4.36,55.3,18.0,23.2,cardboard,18.26,83.0,0.0
100330,2026-07-08,深圳,clothing,0,1.07,45.3,32.5,11.6,bubble,9.17,34.0,0.0
100007,2026-08-11,广州,ceramics,1,1.92,24.7,24.3,34.9,cardboard,9.99,96.0,0.0
100760,2026-02-16,武汉,clothing,0,0.63,39.7,17.2,19.2,bubble,6.56,37.0,0.0
100773,2026-04-26,杭州,electronics,0,2.88,32.7,29.7,37.5,bubble,10.82,86.0,0.0
100933,2026-05-27,上海,electronics,0,1.1,17.1,44.4,28.5,bubble,6.21,137.0,0.0
101844,2026-05-09,西安,clothing,0,0.97,56.0,17.5,6.1,cardboard,8.63,30.0,0.0
100452,2026-03-15,西安,ceramics,1,3.12,54.3,30.4,19.4,wood,19.8,128.0,0.0
100491,2026-05-03,武汉,electronics,1,3.57,21.6,29.3,30.5,wood,17.15,93.0,0.0
101504,2026-01-20,西安,books,0,2.13,55.6,11.9,27.3,bubble,8.43,35.0,0.0
100288,2026-06-10,成都,books,0,0.68,46.1,13.4,11.6,bubble,8.27,55.0,0.0
101854,2026-07-25,武汉,electronics,0,3.64,28.2,42.6,26.3,bubble,12.29,94.0,0.0
101063,2026-07-18,广州,ceramics,1,1.1,42.6,11.9,8.3,cardboard,7.71,132.0,0.0
101388,2026-07-15,上海,electronics,0,4.0,19.1,35.4,22.9,cardboard,14.53,86.0,0.0
100808,2026-08-10,深圳,electronics,0,1.86,23.5,41.6,32.4,cardboard,12.37,94.0,0.0
101360,2026-01-26,广州,ceramics,1,4.1,47.5,42.5,27.5,wood,22.32,131.0,0.0
100963,2026-01-12,深圳,electronics,0,2.18,49.6,17.2,11.8,bubble,9.03,115.0,0.0
101727,2026-07-22,上海,glass,1,1.56,35.9,33.1,23.0,bubble,7.79,128.0,0.0
100814,2026-08-23,武汉,clothing,0,0.92,37.7,21.2,37.0,cardboard,9.26,31.0,0.0
101484,2026-06-09,成都,ceramics,1,0.95,59.9,23.0,5.7,bubble,7.52,133.0,0.0
100939,2026-04-20,广州,clothing,1,1.47,32.6,39.3,24.1,bubble,9.5,38.0,0.0
101104,2026-07-18,西安,clothing,0,0.36,43.3,16.0,30.2,wood,14.77,32.0,0.0
101675,2026-07-17,西安,electronics,1,,30.5,14.8,37.6,wood,17.35,134.0,0.0
100328,2026-04-08,广州,electronics,1,2.76,15.2,15.0,13.6,cardboard,10.65,119.0,0.0
100443,2026-08-04,广州,ceramics,1,2.4,41.3,28.2,24.4,cardboard,11.27,103.0,0.0
101478,2026-03-20,北京,ceramics,0,0.99,28.9,26.5,30.4,bubble,6.79,110.0,0.0
101095,2026-01-11,北京,glass,1,2.94,46.5,37.8,16.4,cardboard,12.68,206.0,0.0
100943,2026-06-13,成都市,clothing,0,0.6,21.4,16.8,28.9,bubble,7.5,34.0,0.0
101433,2026-02-01, 上海,electronics,1,2.71,29.9,26.8,32.5,bubble,9.5,136.0,0.0
100178,2026-04-27,深圳,electronics,0,3.93,58.7,29.3,7.7,bubble,9.03,116.0,0.0
101341,2026-03-10,西安,electronics,0,1.94,35.5,20.5,,bubble,10.03,94.0,0.0
101365,2026-01-19,杭州,clothing,0,0.21,32.6,38.0,19.3,cardboard,7.47,33.0,0.0
100087,2026-03-10,深圳,clothing,0,0.64,26.0,15.6,37.9,cardboard,8.91,33.0,0.0
101429,2026-03-27,广州,glass,1,3.13,42.4,12.7,11.3,cardboard,11.64,166.0,0.0
101930,2026-04-14,北京,clothing,0,0.72,17.5,44.5,11.3,cardboard,8.01,30.0,0.0
100458,2026-02-06,西安,electronics,1,4.53,49.3,18.4,10.3,cardboard,15.54,94.0,0.0
101857,2026-03-01,武汉,electronics,0,4.31,36.3,12.5,17.7,cardboard,14.66,134.0,0.0
100055,2026-04-22,武汉,clothing,0,1.02,36.5,36.7,36.6,bubble,6.67,38.0,0.0
101525,2026-08-06,西安,ceramics,1,2.86,37.1,25.8,20.4,wood,16.05,87.0,0.0
100644,2026-01-20,上海,electronics,0,1.98,,36.9,28.7,bubble,10.63,100.0,0.0
100678,2026-04-02,深圳,books,0,0.31,50.2,30.9,11.2,cardboard,9.42,43.0,0.0
100222,2026-07-23,杭州,books,0,1.89,49.0,44.9,,bubble,7.53,,0.0
100114,2026-01-26,武汉,electronics,0,4.5,19.8,14.0,26.7,wood,18.37,125.0,0.0
101974,2026-05-04,杭州,electronics,1,0.99,34.2,35.0,5.1,bubble,7.35,135.0,0.0
101246,2026-03-17,深圳,electronics,0,3.57,59.7,26.1,28.5,cardboard,14.71,116.0,0.0
101895,2026-02-28,深圳,electronics,1,1.41,59.8,21.8,12.4,wood,13.81,113.0,0.0
100175,2026-03-29,北京,ceramics,1,4.33,36.5,22.6,12.9,wood,20.18,122.0,0.0
101147,2026-05-20,杭州市,clothing,0,1.44,45.0,10.3,32.5,cardboard,9.61,34.0,0.0
100590,2026-05-10,西安,electronics,1,4.32,36.2,23.1,25.5,wood,20.36,114.0,0.0
101583,2026-08-02,成都,glass,1,,34.2,15.1,35.7,cardboard,11.78,175.0,0.0
100019,2026-08-24,北京,electronics,0,1.9,37.5,15.0,5.5,bubble,9.6,120.0,0.0
100424,2026-04-06,武汉,ceramics,1,1.38,35.5,12.9,25.3,bubble,8.25,100.0,0.0
101362,2026-02-12,广州,electronics,0,1.86,22.7,20.9,38.4,bubble,8.46,89.0,0.0
100286,2026-03-13,上海,glass,1,2.07,17.9,38.9,27.4,bubble,7.69,197.0,0.0
101607,2026-02-03,上海,clothing,0,1.14,58.5,17.0,5.6,bubble,6.06,33.0,0.0
100429,2026-07-06,广州,electronics,0,2.05,21.7,25.6,24.0,bubble,9.14,84.0,0.0
101533,2026-06-13,上海,electronics,0,2.9,55.3,13.0,32.5,bubble,10.69,101.0,0.0
100765,2026-04-20,西安,ceramics,1,4.38,50.6,18.2,38.7,wood,20.12,81.0,1.0
100670,2026-05-08,北京,ceramics,1,1340.0,34.2,22.3,17.5,bubble,7.88,83.0,0.0
100032,2026-02-10,上海,books,0,2.46,50.8,43.1,13.9,bubble,9.24,46.0,0.0
101861,2026-01-19,北京,ceramics,0,2.14,52.6,41.4,30.8,cardboard,14.51,138.0,0.0
100723,2026-04-07,北京,books,0,0.68,47.0,15.6,33.5,bubble,7.22,34.0,0.0
101684,2026-01-04,武汉,clothing,0,1.03,29.6,34.7,28.6,bubble,9.02,36.0,0.0
100215,2026-01-15,广州,books,0,0.71,36.5,41.0,28.3,cardboard,10.62,42.0,0.0
100830,2026-01-14,广州市,glass,1,1.41,25.3,33.7,6.7,bubble,9.16,160.0,0.0
101264,2026-03-18,杭州,books,0,2.34,59.8,33.4,23.0,bubble,10.64,48.0,0.0
100327,2026-06-15,广州,clothing,0,0.63,17.0,44.9,35.4,cardboard,9.23,31.0,0.0
100561,2026-04-05,武汉,glass,1,2.6,46.8,22.6,18.0,bubble,10.5,167.0,1.0
101305,2026-07-03,成都,books,0,0.63,27.8,31.6,36.7,bubble,6.12,42.0,0.0
100701,2026-04-01,广州,clothing,0,1.2,53.9,12.0,19.0,cardboard,12.65,26.0,0.0
101164,2026-03-29,成都,electronics,1,2.89,17.9,32.5,28.0,wood,18.5,89.0,0.0
101207,2026-08-06,西安,ceramics,1,1.52,34.6,18.0,23.0,wood,14.78,133.0,0.0
100342,2026-04-14,武汉,glass,1,1.9,22.4,44.6,16.4,bubble,10.83,125.0,0.0
100630,2026-03-12,杭州,ceramics,1,3.18,40.4,12.4,14.5,cardboard,14.22,112.0,0.0
100148,2026-06-30,武汉,ceramics,1,3.8,48.6,23.0,11.6,wood,17.74,108.0,0.0
101290,2026-01-28,成都市,books,0,0.43,38.4,13.0,14.4,bubble,5.34,53.0,0.0
100361,2026-05-21,北京,glass,1,1.18,34.4,15.0,38.4,wood,15.18,137.0,0.0
100084,2026-01-20,广州,books,0,0.49,39.9,13.4,34.6,cardboard,7.88,35.0,
100049,2026-08-12,西安,ceramics,1,3.41,15.5,17.3,23.4,cardboard,13.44,130.0,0.0
100469,2026-05-02,广州,glass,1,3.28,59.6,42.9,9.4,wood,17.63,186.0,0.0
100156,2026-08-16,武汉,electronics,0,4.05,54.8,20.5,32.0,bubble,11.66,119.0,0.0
100788,2026-04-09,武汉,clothing,0,1.07,21.1,31.3,32.2,bubble,9.82,26.0,0.0
101636,2026-05-21,杭州,books,0,1.38,55.0,39.1,12.0,bubble,8.09,54.0,0.0
101786,2026-06-17,杭州,books,0,1.12,20.8,20.9,36.5,cardboard,8.95,36.0,0.0
101423,2026-01-04,武汉,ceramics,1,1.42,15.7,36.1,30.6,bubble,7.96,81.0,0.0
101405,2026-05-13,武汉,ceramics,1,1.98,28.5,13.4,12.5,wood,13.81,86.0,0.0
101654,2026-01-24,深圳,clothing,0,1.34,32.2,18.3,28.5,cardboard,9.32,40.0,0.0
100501,2026-05-31,杭州,ceramics,1,1.17,29.7,13.9,39.3,cardboard,9.42,88.0,0.0
101791,2026-01-06,上海,clothing,0,0.61,40.8,33.1,16.1,cardboard,8.6,35.0,0.0
100180,2026-07-10,上海,glass,1,1.53,57.4,35.7,12.5,cardboard,12.33,196.0,0.0
101062,2026-06-26,深圳,clothing,0,1.15,51.6,23.6,32.4,bubble,9.96,26.0,0.0
101782,2026-02-14,深圳,clothing,1,0.33,46.8,42.7,16.6,wood,13.87,41.0,0.0
100915,2026-02-01,成都,electronics,0,3.86,47.3,35.0,23.0,cardboard,14.06,137.0,0.0
100646,2026-07-05,深圳,books,0,1.88,51.3,41.4,18.4,bubble,9.13,47.0,0.0
101174,2026-07-21,广州,ceramics,1,2.84,48.4,44.7,14.7,wood,17.7,125.0,0.0
101643,2026-03-18,深圳,glass,1,2.52,39.2,37.4,19.7,wood,17.56,134.0,0.0
100529,2026-04-05,成都,ceramics,1,3.93,31.5,15.5,29.0,wood,20.81,127.0,0.0
100347,2026-06-03,武汉,ceramics,1,1.31,34.4,23.7,20.0,wood,14.18,130.0,0.0
101408,2026-04-08,上海,electronics,1,1.97,59.9,23.1,10.7,cardboard,10.73,114.0,0.0
101991,2026-04-08,上海,books,1,,25.1,27.9,28.9,cardboard,11.02,50.0,0.0
100937,2026-04-24,广州,books,0,1.43,25.1,30.3,12.6,bubble,7.7,36.0,0.0
100270,2026-03-05,西安,ceramics,1,1.75,27.8,,11.4,cardboard,9.74,87.0,0.0
101030,2026-07-14,北京,glass,1,1.62,48.1,12.0,19.9,cardboard,11.39,157.0,0.0
100602,2026-04-20,广州,books,0,2.03,46.5,33.7,7.1,cardboard,10.88,51.0,0.0
101064,2026-08-31,成都市,clothing,0,0.95,39.7,30.7,15.8,cardboard,9.24,32.0,0.0
100244,2026-06-30,成都,clothing,0,1.17,53.4,15.4,25.4,bubble,7.76,28.0,0.0
101453,2026-02-18,上海,electronics,0,0.96,26.0,28.5,30.0,bubble,6.33,,0.0
101990,2026-08-21,武汉,glass,1,4.56,37.3,28.7,14.3,wood,19.0,144.0,0.0
101499,2026-01-23,成都,electronics,1,1.75,49.4,14.2,26.4,cardboard,11.97,109.0,0.0
100313,2026-01-06,成都,glass,1,2.15,26.9,16.6,6.4,wood,14.3,150.0,0.0
100436,2026-04-16,北京,electronics,0,4.8,23.4,26.8,34.5,cardboard,15.86,92.0,0.0
101929,2026-07-03,杭州,ceramics,1,1.52,49.2,44.2,22.3,cardboard,11.65,93.0,0.0
100953,2026-05-06,武汉,clothing,0,650.0,49.7,22.8,6.8,bubble,5.68,37.0,0.0
100309,2026-04-17,杭州,books,0,0.38,,13.9,29.2,bubble,6.15,52.0,0.0
100431,2026-05-22,杭州,electronics,0,1.09,25.2,37.3,15.0,cardboard,10.24,106.0,0.0
100661,2026-02-13,西安,clothing,0,0.71,48.3,35.2,8.0,bubble,6.63,40.0,0.0
100371,2026-04-24,杭州,electronics,0,2.33,22.0,25.8,17.9,bubble,9.68,98.0,0.0
100567,2026-02-12,武汉,ceramics,1,1.46,22.5,13.2,37.8,cardboard,9.05,102.0,0.0
101000,2026-06-15,西安,ceramics,0,1.87,38.3,24.1,9.8,bubble,8.81,136.0,0.0
100182,2026-03-27,西安,clothing,0,0.57,38.4,39.5,20.6,bubble,6.27,26.0,0.0
101622,2026-06-07,广州,electronics,0,2.93,28.1,16.8,29.0,bubble,10.22,134.0,0.0
100622,2026-01-07,广州,electronics,0,1.5,57.9,44.8,18.0,cardboard,10.35,88.0,0.0
100835,2026-01-07,北京,glass,1,1.41,28.2,27.5,10.7,wood,13.57,151.0,0.0
101348,2026-05-28,杭州,electronics,0,1.44,21.2,30.9,31.0,cardboard,11.29,131.0,0.0
101795,2026-04-26,上海,clothing,0,0.68,15.5,16.0,7.5,bubble,5.92,24.0,0.0
101442,2026-08-25,广州市,electronics,0,4.21,56.9,13.1,38.4,cardboard,17.84,117.0,0.0
101869,2026-06-21,北京,glass,1,1.36,19.9,34.4,10.5,wood,15.07,,0.0
100941,2026-05-14,北京,electronics,1,3.56,50.6,25.2,22.4,wood,20.5,81.0,0.0
101223,2026-05-07,武汉,electronics,0,1.6,17.3,14.4,20.6,bubble,8.48,118.0,0.0
100297,2026-08-17,西安,electronics,1,3.63,30.2,18.0,11.6,wood,18.21,88.0,0.0
101262,2026-05-12,深圳,glass,1,2.44,46.0,32.7,22.8,wood,17.06,157.0,0.0
100462,2026-07-21,广州,clothing,0,0.43,17.3,42.7,,bubble,6.53,40.0,0.0
101321,2026-04-17,上海,electronics,0,0.6,34.0,38.4,26.5,cardboard,10.37,130.0,0.0
101194,2026-06-20,北京,electronics,0,3.82,44.6,41.8,33.5,cardboard,15.94,133.0,
100378,2026-06-05,广州,ceramics,1,2.42,15.3,41.8,7.5,wood,15.46,111.0,0.0
100799,2026-01-07,武汉,ceramics,1,1.3,27.6,14.5,12.4,wood,14.48,81.0,0.0
101489,2026-02-03,深圳,ceramics,1,4.12,40.1,27.2,15.5,cardboard,15.08,125.0,0.0
