order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged,volume,unit_freight,month
100320,2026-05-25,深圳,books,0,2.78,22.7,29.0,31.8,bubble,10.21,34.0,0.0,20933.94,3.672661870503598,2026-05
101550,2026-01-01,武汉,books,1,0.97,33.4,29.2,7.4,wood,14.3,37.0,0.0,7217.072,14.742268041237114,2026-01
101329,2026-01-19,广州,clothing,0,0.92,43.9,35.2,27.8,bubble,9.83,40.0,0.0,42958.784,10.684782608695652,2026-01
101828,2026-07-24,杭州,electronics,0,0.95,52.4,19.0,31.2,bubble,10.71,83.0,0.0,31062.72,11.273684210526318,2026-07
100559,2026-02-07,成都,clothing,0,1.14,34.0,13.4,20.8,cardboard,10.06,40.0,1.0,9476.480000000001,8.824561403508772,2026-02
100140,2026-02-14,上海,clothing,0,0.29,48.7,38.5,20.7,bubble,6.84,30.0,0.0,38811.465,23.586206896551726,2026-02
101761,2026-01-16,西安,electronics,0,2.59,46.6,24.7,8.1,bubble,10.78,119.0,0.0,9323.261999999999,4.162162162162162,2026-01
100532,2026-06-18,成都,electronics,0,0.7,38.1,29.4,13.8,bubble,10.07,118.0,0.0,15457.932000000003,14.385714285714288,2026-06
100225,2026-02-09,广州,ceramics,1,2.05,47.5,28.2,17.9,cardboard,11.04,91.0,0.0,23977.05,5.385365853658537,2026-02
100724,2026-06-16,深圳,ceramics,1,1.36,50.1,41.5,34.4,wood,19.9,106.0,0.0,71522.76,14.63235294117647,2026-06
100787,2026-04-25,成都,ceramics,1,2.49,55.0,12.3,17.2,wood,15.78,87.0,0.0,11635.8,6.33734939759036,2026-04
101743,2026-03-14,成都,clothing,0,1.42,42.4,35.9,18.1,cardboard,12.8,29.0,0.0,27551.095999999998,9.014084507042254,2026-03
101178,2026-08-05,杭州,clothing,0,0.24,37.5,15.2,33.2,bubble,7.36,37.0,0.0,18924.0,30.666666666666668,2026-08
100410,2026-08-25,北京,glass,1,1.35,23.4,36.5,16.2,cardboard,9.32,198.0,0.0,13836.419999999998,6.9037037037037035,2026-08
100326,2026-04-05,广州,electronics,0,3.95,47.5,42.0,33.0,cardboard,16.77,126.0,0.0,65835.0,4.245569620253164,2026-04
101546,2026-02-09,西安,books,0,1.02,48.6,11.6,24.6,bubble,6.78,50.0,0.0,13868.496000000001,6.647058823529412,2026-02
100300,2026-07-31,西安,glass,0,2.85,37.4,26.8,5.9,bubble,9.26,143.0,0.0,5913.688,3.2491228070175437,2026-07
101281,2026-07-24,成都,glass,0,3.73,37.3,17.7,19.1,cardboard,12.9,122.0,0.0,12610.010999999999,3.4584450402144773,2026-07
100026,2026-08-19,深圳,glass,1,2.14,53.3,11.5,11.4,cardboard,13.59,171.0,0.0,6987.629999999999,6.350467289719626,2026-08
101888,2026-03-20,杭州,books,0,1.36,55.0,36.5,7.8,bubble,9.68,35.0,0.0,15658.5,7.117647058823529,2026-03
100715,2026-04-21,北京,electronics,1,1.68,20.6,32.7,32.2,cardboard,11.03,96.0,0.0,21690.564000000006,6.565476190476191,2026-04
100194,2026-01-09,武汉,glass,1,1.18,49.0,44.7,37.5,wood,17.9,148.0,0.0,82136.25,15.169491525423728,2026-01
100441,2026-06-17,成都,ceramics,1,1.31,47.9,38.2,9.4,wood,14.17,107.0,0.0,17199.932,10.81679389312977,2026-06
100574,2026-07-01,杭州,clothing,0,0.84,32.0,40.3,8.8,cardboard,7.06,39.0,0.0,11348.48,8.404761904761905,2026-07
100947,2026-08-19,深圳,glass,1,3.37,27.7,27.3,15.4,cardboard,13.42,202.0,0.0,11645.634,3.9821958456973294,2026-08
100998,2026-02-14,武汉,ceramics,1,3.45,53.1,39.0,17.2,wood,19.08,134.0,0.0,35619.48,5.530434782608695,2026-02
100504,2026-02-25,成都,ceramics,0,1.87,45.2,25.9,15.1,bubble,7.67,90.0,0.0,17677.268,4.101604278074866,2026-02
101190,2026-04-30,武汉,clothing,0,1.32,20.7,24.5,8.4,bubble,6.74,25.0,0.0,4260.06,5.106060606060606,2026-04
101903,2026-06-11,北京,electronics,0,1.71,35.3,21.9,35.8,cardboard,11.37,111.0,0.0,27675.905999999995,6.649122807017544,2026-06
101814,2026-05-18,成都,electronics,0,2.12,47.0,21.8,22.05,cardboard,11.2,111.0,0.0,22592.430000000004,5.283018867924528,2026-05
100004,2026-01-24,广州,glass,1,2.77,36.4,17.9,28.4,wood,18.1,183.0,0.0,18504.303999999996,6.534296028880867,2026-01
101269,2026-03-06,西安,electronics,0,4.18,58.7,41.8,26.0,bubble,14.69,122.0,0.0,63795.159999999996,3.514354066985646,2026-03
100468,2026-03-28,北京,clothing,0,1.36,27.5,33.0,8.1,bubble,8.71,25.0,0.0,7350.75,6.404411764705882,2026-03
100006,2026-05-18,杭州,clothing,0,0.8,20.2,33.4,21.5,cardboard,7.32,35.0,0.0,14505.619999999999,9.15,2026-05
100548,2026-07-20,深圳,electronics,0,0.999,15.9,44.8,35.7,cardboard,11.51,93.0,0.0,25429.824,11.521521521521521,2026-07
100229,2026-07-16,广州,electronics,1,0.94,21.6,17.9,24.2,bubble,6.2,113.0,0.0,9356.688,6.595744680851064,2026-07
100543,2026-06-01,成都,books,0,0.9,22.2,33.3,22.5,cardboard,9.75,40.0,0.0,16633.35,10.833333333333334,2026-06
100243,2026-01-30,深圳,clothing,0,0.29,42.6,25.7,22.3,bubble,4.65,33.0,0.0,24414.486,16.03448275862069,2026-01
100899,2026-05-04,广州,ceramics,1,2.605,47.1,27.5,26.0,wood,21.69,127.0,0.0,33676.5,8.326295585412668,2026-05
101778,2026-08-07,广州,electronics,1,1.81,23.9,19.6,15.4,cardboard,8.74,94.0,0.0,7213.976000000001,4.828729281767956,2026-08
101209,2026-02-23,成都,electronics,0,1.83,49.2,11.4,11.9,cardboard,10.46,139.0,0.0,6674.472,5.71584699453552,2026-02
101790,2026-08-27,深圳,glass,1,0.83,20.6,19.0,34.0,wood,14.37,147.0,0.0,13307.6,17.313253012048193,2026-08
100843,2026-07-14,成都,glass,1,1.55,54.3,29.6,19.2,wood,14.95,197.0,0.0,30859.775999999998,9.64516129032258,2026-07
101702,2026-03-27,西安,glass,1,4.78,33.4,22.1,8.8,cardboard,13.78,196.0,0.0,6495.6320000000005,2.8828451882845187,2026-03
101713,2026-07-03,杭州,clothing,0,1.21,45.7,13.8,9.0,cardboard,9.65,36.0,1.0,5675.9400000000005,7.975206611570249,2026-07
102000,2026-02-01,武汉,books,0,2.88,31.6,20.7,32.5,cardboard,11.9,40.0,0.0,21258.9,4.131944444444445,2026-02
100662,2026-06-05,成都,clothing,0,0.35,31.6,19.3,34.0,cardboard,8.48,41.0,0.0,20735.92,24.22857142857143,2026-06
100043,2026-08-19,广州,ceramics,1,3.39,21.7,27.8,19.1,cardboard,14.95,88.0,0.0,11522.266000000001,4.410029498525073,2026-08
100315,2026-04-28,广州,electronics,0,4.06,15.3,20.1,31.3,cardboard,13.48,98.0,0.0,9625.689,3.320197044334976,2026-04
100692,2026-08-21,北京,clothing,0,1.3,19.8,14.8,19.6,bubble,8.54,40.0,0.0,5743.584000000001,6.569230769230768,2026-08
101527,2026-05-05,北京,electronics,0,4.57,59.9,34.0,36.8,cardboard,18.11,122.0,0.0,74946.87999999999,3.9628008752735226,2026-05
100425,2026-07-11,武汉,electronics,0,1.21,27.7,33.1,10.0,cardboard,6.32,84.0,0.0,9168.7,5.223140495867769,2026-07
100595,2026-05-22,西安,clothing,0,0.56,52.8,12.7,10.6,cardboard,8.18,26.0,0.0,7107.935999999999,14.607142857142856,2026-05
101994,2026-08-29,成都,ceramics,1,3.01,25.9,43.2,13.0,cardboard,12.3,92.0,0.0,14545.440000000002,4.086378737541529,2026-08
100623,2026-03-10,杭州,electronics,1,1.98,24.8,41.7,8.0,wood,16.21,101.0,0.0,8273.28,8.186868686868687,2026-03
101188,2026-03-26,武汉,ceramics,1,2.6,20.9,40.2,34.0,wood,15.98,109.0,0.0,28566.12,6.1461538461538465,2026-03
101058,2026-01-06,深圳,ceramics,1,2.88,42.0,21.7,27.9,wood,18.02,126.0,0.0,25428.059999999998,6.256944444444445,2026-01
100228,2026-06-15,深圳,ceramics,1,4.32,17.4,26.9,22.4,wood,19.91,107.0,0.0,10484.543999999998,4.608796296296296,2026-06
101135,2026-03-02,成都,electronics,1,3.81,54.9,30.2,6.6,wood,18.19,131.0,0.0,10942.668,4.774278215223098,2026-03
101823,2026-01-10,上海,glass,0,1.44,44.1,11.5,7.3,cardboard,11.07,181.0,0.0,3702.195,7.687500000000001,2026-01
101115,2026-06-14,广州,ceramics,0,0.95,27.4,32.0,12.1,bubble,5.66,136.0,0.0,10609.279999999999,5.957894736842106,2026-06
100067,2026-04-30,深圳,glass,1,2.97,20.0,27.4,7.1,wood,15.94,147.0,0.0,3890.7999999999997,5.367003367003367,2026-04
100025,2026-05-06,成都,books,0,0.75,20.2,10.7,6.9,cardboard,8.51,46.0,0.0,1491.366,11.346666666666666,2026-05
100145,2026-02-24,武汉,electronics,1,1.26,57.7,24.1,34.2,wood,15.77,90.0,0.0,47557.494000000006,12.515873015873016,2026-02
100812,2026-02-25,广州,electronics,1,1.03,50.4,34.3,6.9,cardboard,10.73,89.0,0.0,11928.168,10.41747572815534,2026-02
101767,2026-05-02,西安,books,0,2.21,51.7,26.0,7.5,cardboard,12.61,37.0,0.0,10081.5,5.705882352941177,2026-05
100086,2026-02-02,武汉,electronics,1,4.53,53.1,16.3,19.5,wood,20.65,122.0,0.0,16877.835000000003,4.55849889624724,2026-02
101351,2026-04-29,武汉,electronics,1,3.95,18.8,13.7,32.4,cardboard,14.58,129.0,0.0,8344.944,3.691139240506329,2026-04
101201,2026-06-12,北京,ceramics,1,2.83,35.6,29.3,28.5,cardboard,12.55,92.0,0.0,29727.780000000006,4.434628975265018,2026-06
101086,2026-02-18,广州,electronics,1,2.7,26.1,18.9,8.8,cardboard,10.96,111.0,0.0,4340.952,4.059259259259259,2026-02
101833,2026-01-04,杭州,books,0,0.61,36.6,33.9,21.9,cardboard,8.0,47.0,0.0,27172.206,13.114754098360656,2026-01
101936,2026-07-16,杭州,ceramics,1,4.29,44.0,16.5,19.8,wood,20.2,126.0,0.0,14374.800000000001,4.708624708624709,2026-07
101392,2026-07-07,杭州,electronics,1,3.05,42.9,17.2,36.5,wood,16.91,138.0,0.0,26932.62,5.5442622950819676,2026-07
101162,2026-03-13,西安,clothing,0,0.26,57.0,32.9,8.6,bubble,5.96,27.0,0.0,16127.579999999998,22.923076923076923,2026-03
100363,2026-06-12,北京,electronics,0,2.6,59.1,24.8,7.8,bubble,10.39,80.0,0.0,11432.304,3.996153846153846,2026-06
101700,2026-01-12,西安,books,0,2.44,19.3,34.6,29.7,bubble,8.56,47.0,0.0,19833.066000000003,3.5081967213114758,2026-01
101170,2026-02-18,杭州,books,0,2.59,55.2,25.9,29.8,cardboard,12.19,34.0,0.0,42604.464,4.706563706563706,2026-02
101027,2026-07-17,上海,electronics,0,2.32,22.9,13.7,12.8,bubble,10.69,121.0,0.0,4015.7439999999997,4.607758620689656,2026-07
101031,2026-02-01,广州,electronics,1,2.58,56.5,17.0,8.8,wood,18.06,132.0,0.0,8452.400000000001,6.999999999999999,2026-02
101235,2026-08-04,西安,ceramics,1,1.0,24.0,32.9,5.4,wood,14.5,97.0,0.0,4263.84,14.5,2026-08
101515,2026-07-20,深圳,clothing,0,1.44,47.6,15.5,32.9,bubble,9.02,39.0,0.0,24273.620000000003,6.263888888888888,2026-07
101088,2026-06-15,广州,electronics,1,2.53,28.5,13.8,11.6,wood,15.61,135.0,0.0,4562.28,6.169960474308301,2026-06
100666,2026-02-01,杭州,electronics,0,4.49,32.5,41.6,27.5,cardboard,14.79,134.0,0.0,37180.0,3.2939866369710464,2026-02
100365,2026-08-23,北京,electronics,0,3.26,56.8,11.5,24.8,cardboard,13.69,107.0,0.0,16199.359999999999,4.199386503067485,2026-08
100078,2026-04-11,杭州,books,0,0.78,56.1,17.4,21.4,bubble,5.43,41.0,0.0,20889.395999999997,6.961538461538461,2026-04
100028,2026-06-16,成都,clothing,0,1.21,21.1,28.8,23.0,bubble,9.11,30.0,0.0,13976.640000000001,7.528925619834711,2026-06
101457,2026-04-20,成都,glass,1,4.58,35.1,44.3,29.9,cardboard,16.93,200.0,0.0,46492.407,3.6965065502183405,2026-04
100526,2026-05-28,西安,clothing,0,1.26,46.1,14.6,9.0,bubble,6.99,33.0,0.0,6057.540000000001,5.5476190476190474,2026-05
101898,2026-06-18,上海,ceramics,1,0.86,19.3,36.1,13.3,cardboard,9.16,131.0,0.0,9266.509,10.651162790697676,2026-06
100056,2026-06-04,广州,electronics,0,3.8,44.4,43.9,39.5,cardboard,17.18,124.0,0.0,76991.81999999999,4.521052631578947,2026-06
100639,2026-04-09,北京,electronics,1,2.77,19.6,35.8,36.0,cardboard,9.67,91.0,0.0,25260.48,3.490974729241877,2026-04
100303,2026-03-23,杭州,glass,1,4.36,57.5,19.6,5.9,wood,18.66,151.0,0.0,6649.3,4.279816513761467,2026-03
100719,2026-01-20,上海,books,0,2.69,34.3,32.8,18.8,bubble,9.41,52.0,0.0,21150.751999999997,3.4981412639405205,2026-01
100625,2026-07-13,杭州,ceramics,1,1.2,32.9,38.1,37.8,cardboard,10.14,95.0,0.0,47381.922,8.450000000000001,2026-07
100008,2026-06-19,深圳,ceramics,1,2.86,33.3,38.5,10.8,cardboard,11.91,123.0,0.0,13846.140000000001,4.164335664335664,2026-06
100804,2026-08-24,武汉,electronics,0,3.19,54.7,43.5,13.9,cardboard,12.52,103.0,0.0,33074.355,3.9247648902821317,2026-08
101050,2026-02-17,西安,electronics,0,1.19,48.0,25.5,25.8,bubble,8.88,111.0,0.0,31579.2,7.462184873949581,2026-02
100337,2026-06-24,武汉,clothing,0,0.52,17.7,15.4,16.6,bubble,6.39,37.0,0.0,4524.828,12.288461538461537,2026-06
100048,2026-04-14,广州,clothing,0,1.31,42.0,14.2,17.8,cardboard,9.08,37.0,0.0,10615.92,6.931297709923664,2026-04
101503,2026-08-26,杭州,books,0,2.57,38.9,19.0,5.5,cardboard,11.26,33.0,0.0,4065.05,4.381322957198444,2026-08
100107,2026-06-07,武汉,glass,1,3.9,37.7,36.3,21.3,cardboard,12.38,138.0,0.0,29149.263,3.1743589743589746,2026-06
100350,2026-07-25,深圳,ceramics,1,4.35,46.7,18.3,14.9,cardboard,15.36,102.0,0.0,12733.689000000002,3.5310344827586206,2026-07
101080,2026-03-14,广州,clothing,0,0.24,26.5,23.4,38.3,cardboard,9.81,32.0,0.0,23749.829999999994,40.87500000000001,2026-03
100239,2026-07-22,西安,electronics,0,4.69,40.2,22.0,15.1,cardboard,17.44,109.0,0.0,13354.44,3.718550106609808,2026-07
101271,2026-04-11,武汉,electronics,1,2.55,41.0,34.9,28.7,wood,17.16,129.0,0.0,41066.829999999994,6.729411764705883,2026-04
101315,2026-05-01,西安,clothing,0,0.56,22.6,38.6,15.9,bubble,7.36,36.0,0.0,13870.524000000003,13.142857142857142,2026-05
100794,2026-07-15,武汉,electronics,0,3.76,46.2,40.0,32.3,cardboard,16.95,104.0,0.0,59690.399999999994,4.507978723404255,2026-07
101097,2026-01-30,杭州,books,0,2.67,54.9,36.8,27.0,bubble,12.21,46.0,0.0,54548.63999999999,4.573033707865169,2026-01
101197,2026-06-27,上海,electronics,0,1.33,23.3,13.3,7.7,cardboard,9.3,138.0,0.0,2386.1530000000002,6.992481203007519,2026-06
101592,2026-07-20,广州,electronics,1,1.58,47.1,16.6,22.05,cardboard,10.23,90.0,0.0,17240.013000000003,6.474683544303797,2026-07
101606,2026-01-20,广州,electronics,0,1.6,15.3,10.7,39.2,cardboard,10.9,135.0,0.0,6417.432000000001,6.8125,2026-01
101697,2026-03-02,成都,clothing,1,0.85,29.7,33.4,21.5,wood,15.18,29.0,0.0,21327.57,17.858823529411765,2026-03
100524,2026-03-30,北京,glass,1,2.31,48.6,38.0,35.7,wood,16.64,140.0,0.0,65930.76000000001,7.203463203463204,2026-03
100233,2026-04-26,北京,electronics,0,1.68,42.8,33.7,31.1,cardboard,12.29,103.0,0.0,44857.39600000001,7.31547619047619,2026-04
100645,2026-04-17,上海,electronics,0,2.03,17.8,19.5,6.6,bubble,8.57,100.0,0.0,2290.86,4.221674876847291,2026-04
101531,2026-06-21,成都,clothing,0,0.32,36.4,23.7,25.1,bubble,5.84,41.0,0.0,21653.268,18.25,2026-06
100534,2026-04-03,北京,glass,1,3.35,27.6,20.9,12.8,cardboard,13.6,164.0,0.0,7383.552000000001,4.059701492537314,2026-04
100604,2026-07-10,西安,electronics,0,4.62,59.5,33.4,23.4,cardboard,16.65,115.0,0.0,46502.82,3.6038961038961035,2026-07
101227,2026-01-06,杭州,clothing,0,0.86,30.3,13.6,19.6,bubble,5.82,39.0,0.0,8076.768,6.767441860465117,2026-01
101075,2026-02-22,上海,ceramics,0,0.86,43.6,28.7,20.9,bubble,10.24,110.0,0.0,26152.587999999996,11.906976744186046,2026-02
101323,2026-07-28,武汉,books,0,1.66,36.8,17.8,27.7,cardboard,11.07,38.0,0.0,18144.608,6.668674698795181,2026-07
100061,2026-02-15,西安,electronics,0,0.88,51.3,45.0,22.05,bubble,7.85,114.0,0.0,50902.425,8.920454545454545,2026-02
101282,2026-04-09,广州,electronics,0,2.64,39.6,27.2,37.9,bubble,10.66,134.0,0.0,40822.848000000005,4.037878787878788,2026-04
100093,2026-03-29,西安,glass,1,1.54,37.3,25.7,36.2,bubble,7.94,147.0,0.0,34701.682,5.155844155844156,2026-03
100667,2026-06-01,上海,electronics,1,4.45,39.2,21.9,21.7,wood,19.91,82.0,0.0,18629.016,4.474157303370786,2026-06
100281,2026-02-01,深圳,clothing,0,0.61,39.6,42.2,35.6,bubble,8.42,41.0,0.0,59491.872,13.80327868852459,2026-02
100360,2026-08-29,广州,clothing,0,0.29,57.6,13.7,18.9,bubble,6.77,36.0,0.0,14914.367999999999,23.344827586206897,2026-08
101256,2026-08-07,杭州,electronics,0,2.42,50.5,38.3,18.0,bubble,10.66,86.0,0.0,34814.7,4.404958677685951,2026-08
101342,2026-04-13,杭州,electronics,0,3.0,51.7,13.9,19.5,cardboard,13.31,109.0,0.0,14013.285000000002,4.4366666666666665,2026-04
100848,2026-03-15,武汉,ceramics,1,2.94,15.2,39.3,12.0,wood,17.15,103.0,0.0,7168.319999999999,5.833333333333333,2026-03
101605,2026-01-19,深圳,glass,1,4.37,37.9,42.5,19.8,cardboard,15.22,174.0,0.0,31892.850000000002,3.482837528604119,2026-01
100111,2026-07-09,上海,electronics,0,2.85,45.4,12.3,5.0,bubble,8.32,118.0,0.0,2792.1,2.9192982456140353,2026-07
100126,2026-04-05,北京,glass,1,2.61,59.7,43.6,6.4,wood,16.28,201.0,0.0,16658.688000000002,6.237547892720308,2026-04
100205,2026-03-27,北京,glass,1,2.25,32.0,30.6,38.8,cardboard,12.21,191.0,0.0,37992.96,5.426666666666667,2026-03
100053,2026-08-31,西安,clothing,0,0.86,53.3,21.9,22.5,bubble,7.18,31.0,0.0,26263.574999999993,8.348837209302326,2026-08
100546,2026-04-19,武汉,clothing,0,1.22,46.6,10.4,26.9,bubble,6.32,26.0,0.0,13036.816,5.180327868852459,2026-04
100069,2026-07-29,成都,electronics,1,1.95,45.7,18.0,16.6,cardboard,11.57,107.0,0.0,13655.160000000002,5.933333333333334,2026-07
101921,2026-06-16,北京,electronics,1,2.88,56.5,44.9,13.5,wood,17.64,106.0,0.0,34247.475,6.125,2026-06
101862,2026-07-25,杭州,electronics,0,4.9,22.2,27.1,34.4,cardboard,14.65,80.0,0.0,20695.728,2.9897959183673466,2026-07
100184,2026-01-02,深圳,electronics,0,3.26,19.9,10.5,13.7,cardboard,12.85,128.0,0.0,2862.615,3.941717791411043,2026-01
100138,2026-03-21,杭州,electronics,0,3.32,27.3,13.9,38.5,cardboard,12.65,97.0,0.0,14609.595000000001,3.810240963855422,2026-03
100900,2026-07-11,西安,clothing,0,0.34,26.4,21.4,15.7,bubble,4.28,25.0,0.0,8869.871999999998,12.588235294117647,2026-07
100797,2026-02-03,上海,electronics,0,2.52,25.7,30.9,10.5,bubble,7.65,123.0,0.0,8338.365,3.035714285714286,2026-02
100133,2026-02-09,深圳,electronics,0,2.47,49.7,28.9,11.4,bubble,11.17,120.0,0.0,16374.162,4.522267206477732,2026-02
100081,2026-06-26,上海,books,0,1.56,32.7,14.6,10.7,bubble,8.18,54.0,0.0,5108.394,5.243589743589744,2026-06
101506,2026-05-26,广州,clothing,0,1.5,54.8,34.8,15.2,bubble,9.25,30.0,0.0,28987.007999999994,6.166666666666667,2026-05
101564,2026-07-02,杭州,clothing,0,0.57,57.3,37.8,11.5,bubble,7.1,37.0,0.0,24908.309999999994,12.456140350877194,2026-07
100542,2026-04-26,西安,glass,1,3.72,27.9,31.7,33.0,cardboard,14.61,168.0,0.0,29186.19,3.9274193548387095,2026-04
101619,2026-05-17,成都,glass,1,3.67,21.2,32.0,34.1,wood,18.69,164.0,0.0,23133.44,5.092643051771118,2026-05
100984,2026-06-13,成都,glass,1,3.79,49.9,32.2,13.5,cardboard,14.64,201.0,0.0,21691.530000000002,3.8627968337730874,2026-06
100166,2026-03-23,深圳,ceramics,1,4.23,42.1,35.8,7.5,wood,19.43,135.0,0.0,11303.849999999999,4.59338061465721,2026-03
100249,2026-05-10,上海,ceramics,1,2.04,23.2,28.5,29.7,wood,16.75,130.0,0.0,19637.639999999996,8.21078431372549,2026-05
100447,2026-06-10,深圳,books,0,1.17,45.1,42.2,19.3,bubble,8.73,53.0,0.0,36732.14600000001,7.461538461538463,2026-06
101166,2026-06-19,成都,ceramics,0,2.32,23.1,26.9,20.0,cardboard,10.69,117.0,0.0,12427.8,4.607758620689656,2026-06
100859,2026-08-14,杭州,ceramics,1,4.4,27.3,15.5,39.1,wood,23.1,117.0,0.0,16545.165,5.25,2026-08
100098,2026-04-08,西安,ceramics,0,2.44,29.5,29.1,22.1,bubble,9.95,94.0,0.0,18971.745000000003,4.077868852459016,2026-04
100738,2026-07-16,广州,books,0,1.26,42.4,25.4,27.7,bubble,8.85,51.0,0.0,29831.791999999994,7.023809523809524,2026-07
101274,2026-04-01,广州,clothing,0,0.71,36.5,30.4,29.0,cardboard,8.76,39.0,0.0,32178.399999999998,12.338028169014084,2026-04
100103,2026-03-14,深圳,ceramics,1,3.34,60.0,28.1,8.3,bubble,11.54,99.0,0.0,13993.800000000001,3.4550898203592815,2026-03
100435,2026-07-18,北京,books,0,1.66,54.1,21.2,31.2,bubble,11.12,43.0,0.0,35783.904,6.698795180722891,2026-07
100075,2026-01-13,杭州,clothing,0,0.9,17.3,30.8,15.3,cardboard,9.24,24.0,0.0,8152.452000000001,10.266666666666667,2026-01
101819,2026-02-09,广州,electronics,0,1.3,27.1,35.3,21.2,bubble,7.71,88.0,0.0,20280.556,5.93076923076923,2026-02
101645,2026-06-17,杭州,electronics,1,2.77,46.6,34.2,16.1,cardboard,11.23,110.0,0.0,25658.892000000007,4.054151624548736,2026-06
100919,2026-06-12,北京,glass,1,2.11,19.1,14.4,10.7,wood,14.9,205.0,1.0,2942.928,7.061611374407583,2026-06
101737,2026-04-15,武汉,electronics,0,1.68,52.8,36.2,23.6,bubble,11.62,131.0,0.0,45108.096000000005,6.916666666666666,2026-04
101811,2026-03-12,杭州,ceramics,1,1.24,44.4,33.5,7.0,wood,15.55,129.0,0.0,10411.8,12.540322580645162,2026-03
100763,2026-08-20,成都,ceramics,1,1.43,57.0,38.9,11.6,bubble,7.45,120.0,0.0,25720.679999999997,5.20979020979021,2026-08
100990,2026-03-22,成都,glass,1,2.8,45.5,10.8,33.3,wood,18.7,173.0,0.0,16363.619999999999,6.678571428571429,2026-03
100389,2026-02-01,杭州,clothing,0,1.32,33.2,40.0,15.1,cardboard,11.32,30.0,0.0,20052.8,8.575757575757576,2026-02
100236,2026-05-19,西安,glass,1,4.02,20.6,20.3,37.0,cardboard,12.58,204.0,0.0,15472.660000000002,3.1293532338308463,2026-05
101558,2026-01-26,成都,books,0,0.999,34.2,12.0,30.1,bubble,9.29,37.0,0.0,12353.04,9.299299299299298,2026-01
100268,2026-01-23,武汉,electronics,1,4.17,33.8,21.4,32.9,wood,21.0,89.0,0.0,23797.227999999996,5.0359712230215825,2026-01
101205,2026-03-13,广州,glass,1,3.42,42.9,43.2,23.5,wood,18.04,170.0,0.0,43552.08,5.2748538011695905,2026-03
100118,2026-07-09,杭州,ceramics,1,2.85,32.0,13.3,10.8,wood,17.79,92.0,0.0,4596.4800000000005,6.242105263157894,2026-07
101630,2026-02-11,杭州,books,0,2.33,59.6,18.0,28.5,bubble,9.2,46.0,0.0,30574.8,3.9484978540772526,2026-02
100674,2026-03-17,杭州,glass,1,1.21,27.7,27.4,31.2,wood,15.59,134.0,0.0,23680.175999999996,12.884297520661157,2026-03
100250,2026-01-27,北京,clothing,0,0.67,23.4,27.4,6.2,cardboard,9.56,39.0,0.0,3975.192,14.26865671641791,2026-01
100095,2026-08-17,武汉,glass,1,1.33,44.5,27.4,5.7,cardboard,8.31,190.0,0.0,6950.01,6.2481203007518795,2026-08
100034,2026-05-10,广州,electronics,0,3.46,45.2,21.7,36.4,cardboard,14.56,101.0,0.0,35702.576,4.208092485549133,2026-05
101858,2026-08-13,西安,clothing,0,1.32,47.1,24.6,7.5,bubble,9.53,28.0,0.0,8689.95,7.219696969696969,2026-08
101693,2026-02-11,上海,electronics,0,3.24,55.2,15.0,11.6,cardboard,13.17,129.0,0.0,9604.8,4.064814814814815,2026-02
100449,2026-01-12,杭州,glass,1,3.84,53.6,11.9,25.8,wood,20.44,192.0,0.0,16456.272,5.322916666666667,2026-01
100717,2026-04-06,成都,electronics,0,2.23,18.3,43.5,15.7,bubble,8.63,136.0,0.0,12497.985,3.869955156950673,2026-04
101856,2026-07-31,上海,clothing,0,1.19,54.6,37.5,20.7,wood,16.56,31.0,0.0,42383.25,13.915966386554622,2026-07
101541,2026-02-25,上海,books,0,2.71,21.7,11.4,31.2,bubble,9.36,51.0,0.0,7718.255999999999,3.4538745387453873,2026-02
100001,2026-05-02,广州,clothing,0,0.77,19.2,44.1,31.6,bubble,7.25,32.0,0.0,26756.352000000003,9.415584415584416,2026-05
101395,2026-03-11,广州,clothing,0,1.25,28.4,40.6,22.3,cardboard,8.41,37.0,0.0,25712.792,6.728,2026-03
101102,2026-05-22,北京,ceramics,1,2.58,49.4,23.5,27.5,cardboard,11.03,103.0,0.0,31924.749999999996,4.275193798449612,2026-05
101109,2026-01-15,成都,clothing,0,0.85,30.4,44.5,29.2,bubble,9.21,36.0,0.0,39501.759999999995,10.83529411764706,2026-01
101766,2026-04-13,深圳,electronics,0,1.64,51.5,11.9,30.5,bubble,7.66,133.0,0.0,18691.925,4.670731707317073,2026-04
100083,2026-05-30,西安,books,0,2.06,36.6,20.3,31.8,cardboard,11.12,55.0,0.0,23626.764000000003,5.398058252427184,2026-05
101629,2026-06-28,西安,clothing,0,0.89,24.6,35.4,34.0,wood,16.35,28.0,0.0,29608.56,18.370786516853933,2026-06
100677,2026-05-24,西安,ceramics,1,4.34,51.3,14.0,27.9,cardboard,14.21,82.0,0.0,20037.78,3.274193548387097,2026-05
101472,2026-06-06,杭州,electronics,0,0.51,44.9,25.3,27.4,bubble,7.94,111.0,0.0,31125.577999999998,15.568627450980392,2026-06
101047,2026-08-11,武汉,ceramics,1,0.98,19.8,18.5,22.5,cardboard,8.56,128.0,0.0,8241.75,8.73469387755102,2026-08
100771,2026-01-13,杭州,clothing,0,1.12,33.2,41.1,26.2,bubble,8.16,40.0,0.0,35750.424000000006,7.285714285714286,2026-01
